Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
77/849, train_loss: 0.8342
78/849, train_loss: 0.6106
79/849, train_loss: 0.8853
80/849, train_loss: 0.8037
81/849, train_loss: 0.8855
82/849, train_loss: 0.6692
83/849, train_loss: 0.6855
84/849, train_loss: 0.7236
85/849, train_loss: 0.6733
86/849, train_loss: 0.5155
87/849, train_loss: 0.5946
88/849, train_loss: 0.4434
89/849, train_loss: 0.6450
90/849, train_loss: 0.5271
91/849, train_loss: 1.0803
92/849, train_loss: 1.0068
93/849, train_loss: 0.7574
94/849, train_loss: 0.8816
95/849, train_loss: 0.9395
96/849, train_loss: 0.7170
97/849, train_loss: 0.5242
98/849, train_loss: 0.7263
99/849, train_loss: 0.7004
100/849, train_loss: 0.5388
101/849, train_loss: 0.5488
102/849, train_loss: 0.5345
103/849, train_loss: 0.7268
104/849, train_loss: 0.7235
105/849, train_loss: 0.5045
106/849, train_loss: 0.7406
107/849, train_loss: 0.6902
108/849, train_loss: 0.4716
109/849, train_loss: 1.0466
110/849, train_loss: 0.8190
111/849, train_loss: 1.0420
112/849, train_loss: 0.4520
113/849, train_loss: 0.6801
114/849, train_loss: 0.9944
115/849, train_loss: 0.6979
116/849, train_loss: 0.5735
117/849, train_loss: 0.7595
118/849, train_loss: 0.5347
119/849, train_loss: 0.7278
120/849, train_loss: 0.7158
121/849, train_loss: 0.7751
122/849, train_loss: 0.7305
123/849, train_loss: 0.5791
124/849, train_loss: 0.8210
125/849, train_loss: 0.5964
126/849, train_loss: 0.6531
127/849, train_loss: 0.7876
128/849, train_loss: 0.7073
129/849, train_loss: 0.6260
130/849, train_loss: 0.7590
131/849, train_loss: 0.7107
132/849, train_loss: 0.7263
133/849, train_loss: 0.6980
134/849, train_loss: 0.7222
135/849, train_loss: 0.6360
136/849, train_loss: 0.6787
137/849, train_loss: 0.7812
138/849, train_loss: 0.6550
139/849, train_loss: 0.6101
140/849, train_loss: 0.7063
141/849, train_loss: 0.6594
142/849, train_loss: 0.6799
143/849, train_loss: 0.5884
144/849, train_loss: 0.5703
145/849, train_loss: 0.6880
146/849, train_loss: 0.5442
147/849, train_loss: 0.7336
148/849, train_loss: 0.9172
149/849, train_loss: 0.4827
150/849, train_loss: 0.7225
151/849, train_loss: 0.6804
152/849, train_loss: 0.6445
153/849, train_loss: 0.9978
154/849, train_loss: 0.9731
155/849, train_loss: 0.5203
156/849, train_loss: 0.6438
157/849, train_loss: 0.6865
158/849, train_loss: 0.5991
159/849, train_loss: 0.7583
160/849, train_loss: 0.5771
161/849, train_loss: 0.8359
162/849, train_loss: 0.5935
163/849, train_loss: 0.6108
164/849, train_loss: 0.6133
165/849, train_loss: 0.7876
166/849, train_loss: 0.7925
167/849, train_loss: 0.7078
168/849, train_loss: 0.7454
169/849, train_loss: 0.6626
170/849, train_loss: 0.6577
171/849, train_loss: 0.7039
172/849, train_loss: 0.7065
173/849, train_loss: 0.6958
174/849, train_loss: 0.6726
175/849, train_loss: 0.6873
176/849, train_loss: 0.5664
177/849, train_loss: 0.7532
178/849, train_loss: 0.6458
179/849, train_loss: 0.8042
180/849, train_loss: 0.6208
181/849, train_loss: 0.6423
182/849, train_loss: 0.7866
183/849, train_loss: 0.6121
184/849, train_loss: 0.7808
185/849, train_loss: 0.6707
186/849, train_loss: 0.5938
187/849, train_loss: 0.7119
188/849, train_loss: 0.7266
189/849, train_loss: 0.5342
190/849, train_loss: 0.7305
191/849, train_loss: 0.6453
192/849, train_loss: 0.5577
193/849, train_loss: 0.6880
194/849, train_loss: 0.5437
195/849, train_loss: 0.5001
196/849, train_loss: 0.5275
197/849, train_loss: 0.8962
198/849, train_loss: 0.9346
199/849, train_loss: 0.9163
200/849, train_loss: 0.8875
201/849, train_loss: 0.8518
202/849, train_loss: 0.7598
203/849, train_loss: 0.7441
204/849, train_loss: 0.8535
205/849, train_loss: 0.7959
206/849, train_loss: 0.7092
207/849, train_loss: 0.8640
208/849, train_loss: 0.6497
209/849, train_loss: 0.7515
210/849, train_loss: 0.6738
211/849, train_loss: 0.7463
212/849, train_loss: 0.7644
213/849, train_loss: 0.7268
214/849, train_loss: 0.6309
215/849, train_loss: 0.7590
216/849, train_loss: 0.7637
217/849, train_loss: 0.6750
218/849, train_loss: 0.7275
219/849, train_loss: 0.6353
220/849, train_loss: 0.7832
221/849, train_loss: 0.6040
222/849, train_loss: 0.6443
223/849, train_loss: 0.6587
224/849, train_loss: 0.6089
225/849, train_loss: 0.6958
226/849, train_loss: 0.6113
227/849, train_loss: 0.7336
228/849, train_loss: 0.7256
229/849, train_loss: 0.7219
230/849, train_loss: 0.5657
231/849, train_loss: 0.5442
232/849, train_loss: 0.8914
233/849, train_loss: 0.5214
234/849, train_loss: 0.6725
235/849, train_loss: 0.6760
236/849, train_loss: 0.9226
237/849, train_loss: 0.4923
238/849, train_loss: 0.9438
239/849, train_loss: 0.6689
240/849, train_loss: 0.6813
241/849, train_loss: 0.5170
242/849, train_loss: 0.7456
243/849, train_loss: 0.6851
244/849, train_loss: 0.6697
245/849, train_loss: 0.5049
246/849, train_loss: 0.6682
247/849, train_loss: 0.8359
248/849, train_loss: 0.5365
249/849, train_loss: 0.5100
250/849, train_loss: 0.9399
251/849, train_loss: 0.6219
252/849, train_loss: 0.5940
253/849, train_loss: 0.6011
254/849, train_loss: 0.7986
255/849, train_loss: 0.6364
256/849, train_loss: 0.9160
257/849, train_loss: 0.8896
258/849, train_loss: 0.7327
259/849, train_loss: 0.8271
260/849, train_loss: 0.7307
261/849, train_loss: 0.6831
262/849, train_loss: 0.7698
263/849, train_loss: 0.6675
264/849, train_loss: 0.6648
265/849, train_loss: 0.7063
266/849, train_loss: 0.7295
267/849, train_loss: 0.7278
268/849, train_loss: 0.6641
269/849, train_loss: 0.7661
270/849, train_loss: 0.7178
271/849, train_loss: 0.6667
272/849, train_loss: 0.6897
273/849, train_loss: 0.7166
274/849, train_loss: 0.6768
275/849, train_loss: 0.8171
276/849, train_loss: 0.7356
277/849, train_loss: 0.7451
278/849, train_loss: 0.7202
279/849, train_loss: 0.7549
280/849, train_loss: 0.6558
281/849, train_loss: 0.7458
282/849, train_loss: 0.6543
283/849, train_loss: 0.6562
284/849, train_loss: 0.6431
285/849, train_loss: 0.6558
286/849, train_loss: 0.6287
287/849, train_loss: 0.6516
288/849, train_loss: 0.6021
289/849, train_loss: 0.7058
290/849, train_loss: 0.5452
291/849, train_loss: 0.7249
292/849, train_loss: 0.5171
293/849, train_loss: 0.9409
294/849, train_loss: 0.7336
295/849, train_loss: 0.9421
296/849, train_loss: 0.5032
297/849, train_loss: 0.4884
298/849, train_loss: 0.7134
299/849, train_loss: 0.6947
300/849, train_loss: 0.7454
301/849, train_loss: 0.6771
302/849, train_loss: 0.7698
303/849, train_loss: 0.6664
304/849, train_loss: 0.9751
305/849, train_loss: 0.7384
306/849, train_loss: 0.7502
307/849, train_loss: 0.5248
308/849, train_loss: 0.7126
309/849, train_loss: 0.6013
310/849, train_loss: 0.7405
311/849, train_loss: 0.5325
312/849, train_loss: 0.8694
313/849, train_loss: 0.6643
314/849, train_loss: 0.8313
315/849, train_loss: 0.5667
316/849, train_loss: 0.5737
317/849, train_loss: 0.5864
318/849, train_loss: 0.7375
319/849, train_loss: 0.6902
320/849, train_loss: 0.7197
321/849, train_loss: 0.5583
322/849, train_loss: 0.5593
323/849, train_loss: 0.7070
324/849, train_loss: 0.8748
325/849, train_loss: 0.8792
326/849, train_loss: 0.7505
327/849, train_loss: 0.6870
328/849, train_loss: 0.5581
329/849, train_loss: 0.5586
330/849, train_loss: 0.5625
331/849, train_loss: 0.8499
332/849, train_loss: 0.5459
333/849, train_loss: 0.6968
334/849, train_loss: 0.8811
335/849, train_loss: 0.5712
336/849, train_loss: 0.5413
337/849, train_loss: 0.6510
338/849, train_loss: 0.5287
339/849, train_loss: 0.8938
340/849, train_loss: 0.7666
341/849, train_loss: 0.7136
342/849, train_loss: 0.6898
343/849, train_loss: 0.9153
344/849, train_loss: 0.5289
345/849, train_loss: 0.7529
346/849, train_loss: 0.7351
347/849, train_loss: 0.7026
348/849, train_loss: 0.6965
349/849, train_loss: 0.5474
350/849, train_loss: 0.7322
351/849, train_loss: 0.8691
352/849, train_loss: 0.5481
353/849, train_loss: 0.6714
354/849, train_loss: 0.6775
355/849, train_loss: 0.8374
356/849, train_loss: 0.5706
357/849, train_loss: 0.7625
358/849, train_loss: 0.5793
359/849, train_loss: 0.8208
360/849, train_loss: 0.6934
361/849, train_loss: 0.6313
362/849, train_loss: 0.6257
363/849, train_loss: 0.7917
364/849, train_loss: 0.7251
365/849, train_loss: 0.7703
366/849, train_loss: 0.7454
367/849, train_loss: 0.6628
368/849, train_loss: 0.6890
369/849, train_loss: 0.7039
370/849, train_loss: 0.6389
371/849, train_loss: 0.7957
372/849, train_loss: 0.7522
373/849, train_loss: 0.6809
374/849, train_loss: 0.6985
375/849, train_loss: 0.6670
376/849, train_loss: 0.6479
377/849, train_loss: 0.6211
378/849, train_loss: 0.8074
379/849, train_loss: 0.5913
380/849, train_loss: 0.5757
381/849, train_loss: 0.7700
382/849, train_loss: 0.5266
383/849, train_loss: 0.6652
384/849, train_loss: 0.7328
385/849, train_loss: 0.4692
386/849, train_loss: 1.0215
387/849, train_loss: 1.0259
388/849, train_loss: 1.0415
389/849, train_loss: 1.0059
390/849, train_loss: 0.7196
391/849, train_loss: 0.4773
392/849, train_loss: 0.6882
393/849, train_loss: 0.7048
394/849, train_loss: 0.5032
395/849, train_loss: 0.9321
396/849, train_loss: 0.5115
397/849, train_loss: 0.7305
398/849, train_loss: 0.7395
399/849, train_loss: 0.8892
400/849, train_loss: 0.6958
401/849, train_loss: 0.6560
402/849, train_loss: 0.6143
403/849, train_loss: 0.7244
404/849, train_loss: 0.6934
405/849, train_loss: 0.7830
406/849, train_loss: 0.7737
407/849, train_loss: 0.7429
408/849, train_loss: 0.6682
409/849, train_loss: 0.6858
410/849, train_loss: 0.7046
411/849, train_loss: 0.7104
412/849, train_loss: 0.8086
413/849, train_loss: 0.6770
414/849, train_loss: 0.8438
415/849, train_loss: 0.5671
416/849, train_loss: 0.7124
417/849, train_loss: 0.7031
418/849, train_loss: 0.7322
419/849, train_loss: 0.8652
420/849, train_loss: 0.6941
421/849, train_loss: 0.5642
422/849, train_loss: 0.6829
423/849, train_loss: 0.7234
424/849, train_loss: 0.8359
425/849, train_loss: 0.6877
426/849, train_loss: 0.6987
427/849, train_loss: 0.7996
428/849, train_loss: 0.7771
429/849, train_loss: 0.6602
430/849, train_loss: 0.7014
431/849, train_loss: 0.6831
432/849, train_loss: 0.6953
433/849, train_loss: 0.6909
434/849, train_loss: 0.6956
435/849, train_loss: 0.6934
436/849, train_loss: 0.6794
437/849, train_loss: 0.6997
438/849, train_loss: 0.7168
439/849, train_loss: 0.6748
440/849, train_loss: 0.7095
441/849, train_loss: 0.6882
442/849, train_loss: 0.6362
443/849, train_loss: 0.6851
444/849, train_loss: 0.6958
445/849, train_loss: 0.7185
446/849, train_loss: 0.7039
447/849, train_loss: 0.6448
448/849, train_loss: 0.6394
449/849, train_loss: 0.7537
450/849, train_loss: 0.6909
451/849, train_loss: 0.7734
452/849, train_loss: 0.7048
453/849, train_loss: 0.7195
454/849, train_loss: 0.6230
455/849, train_loss: 0.7222
456/849, train_loss: 0.7251
457/849, train_loss: 0.7744
458/849, train_loss: 0.7112
459/849, train_loss: 0.7227
460/849, train_loss: 0.6731
461/849, train_loss: 0.7402
462/849, train_loss: 0.7354
463/849, train_loss: 0.6931
464/849, train_loss: 0.7156
465/849, train_loss: 0.6865
466/849, train_loss: 0.6736
467/849, train_loss: 0.6936
468/849, train_loss: 0.7310
469/849, train_loss: 0.7700
470/849, train_loss: 0.6675
471/849, train_loss: 0.6101
472/849, train_loss: 0.7849
473/849, train_loss: 0.6636
474/849, train_loss: 0.6931
475/849, train_loss: 0.6934
476/849, train_loss: 0.7854
477/849, train_loss: 0.7686
478/849, train_loss: 0.7397
479/849, train_loss: 0.7322
480/849, train_loss: 0.6824
481/849, train_loss: 0.6504
482/849, train_loss: 0.7036
483/849, train_loss: 0.5896
484/849, train_loss: 0.8289
485/849, train_loss: 0.6841
486/849, train_loss: 0.8953
487/849, train_loss: 0.9048
488/849, train_loss: 0.5109
489/849, train_loss: 0.7266
490/849, train_loss: 0.5093
491/849, train_loss: 0.7151
492/849, train_loss: 0.9429
493/849, train_loss: 0.7280
494/849, train_loss: 0.9292
495/849, train_loss: 0.7090
496/849, train_loss: 0.6958
497/849, train_loss: 0.6543
498/849, train_loss: 0.6707
499/849, train_loss: 0.8625
500/849, train_loss: 0.7021
501/849, train_loss: 0.6799
502/849, train_loss: 0.7131
503/849, train_loss: 0.7881
504/849, train_loss: 0.6274
505/849, train_loss: 0.6401
506/849, train_loss: 0.7378
507/849, train_loss: 0.6709
508/849, train_loss: 0.7144
509/849, train_loss: 0.6875
510/849, train_loss: 0.6753
511/849, train_loss: 0.6448
512/849, train_loss: 0.6843
513/849, train_loss: 0.6948
514/849, train_loss: 0.7129
515/849, train_loss: 0.7158
516/849, train_loss: 0.6687
517/849, train_loss: 0.6687
518/849, train_loss: 0.6890
519/849, train_loss: 0.7317
520/849, train_loss: 0.7385
521/849, train_loss: 0.6970
522/849, train_loss: 0.7295
523/849, train_loss: 0.7246
524/849, train_loss: 0.6636
525/849, train_loss: 0.7004
526/849, train_loss: 0.6758
527/849, train_loss: 0.7246
528/849, train_loss: 0.6912
529/849, train_loss: 0.6633
530/849, train_loss: 0.7253
531/849, train_loss: 0.6892
532/849, train_loss: 0.6499
533/849, train_loss: 0.6978
534/849, train_loss: 0.7180
535/849, train_loss: 0.6819
536/849, train_loss: 0.6943
537/849, train_loss: 0.6338
538/849, train_loss: 0.6833
539/849, train_loss: 0.7212
540/849, train_loss: 0.6138
541/849, train_loss: 0.6963
542/849, train_loss: 0.6023
543/849, train_loss: 0.8171
544/849, train_loss: 0.7100
545/849, train_loss: 0.5708
546/849, train_loss: 0.7251
547/849, train_loss: 0.8530
548/849, train_loss: 0.7048
549/849, train_loss: 0.8367
550/849, train_loss: 0.5710
551/849, train_loss: 0.5740
552/849, train_loss: 0.8223
553/849, train_loss: 0.6650
554/849, train_loss: 0.6824
555/849, train_loss: 0.7185
556/849, train_loss: 0.8269
557/849, train_loss: 0.7544
558/849, train_loss: 0.6077
559/849, train_loss: 0.7080
560/849, train_loss: 0.7085
561/849, train_loss: 0.6284
562/849, train_loss: 0.7815
563/849, train_loss: 0.6980
564/849, train_loss: 0.7581
565/849, train_loss: 0.6274
566/849, train_loss: 0.6538
567/849, train_loss: 0.7666
568/849, train_loss: 0.7693
569/849, train_loss: 0.7087
570/849, train_loss: 0.7537
571/849, train_loss: 0.7346
572/849, train_loss: 0.6484
573/849, train_loss: 0.7097
574/849, train_loss: 0.6882
575/849, train_loss: 0.6550
576/849, train_loss: 0.7163
577/849, train_loss: 0.7375
578/849, train_loss: 0.7263
579/849, train_loss: 0.5908
580/849, train_loss: 0.7439
581/849, train_loss: 0.8506
582/849, train_loss: 0.8696
583/849, train_loss: 0.5459
584/849, train_loss: 0.8896
585/849, train_loss: 0.7129
586/849, train_loss: 0.5542
587/849, train_loss: 0.8555
588/849, train_loss: 0.5544
589/849, train_loss: 0.8674
590/849, train_loss: 0.5540
591/849, train_loss: 0.7146
592/849, train_loss: 0.5383
593/849, train_loss: 0.7173
594/849, train_loss: 0.7058
595/849, train_loss: 0.7183
596/849, train_loss: 0.8662
597/849, train_loss: 0.6914
598/849, train_loss: 0.8389
599/849, train_loss: 0.7097
600/849, train_loss: 0.8079
601/849, train_loss: 0.7810
602/849, train_loss: 0.7705
603/849, train_loss: 0.7234
604/849, train_loss: 0.6978
605/849, train_loss: 0.6660
606/849, train_loss: 0.6936
607/849, train_loss: 0.7983
608/849, train_loss: 0.8088
609/849, train_loss: 0.7046
610/849, train_loss: 0.6870
611/849, train_loss: 0.7195
612/849, train_loss: 0.5530
613/849, train_loss: 0.8469
614/849, train_loss: 0.8591
615/849, train_loss: 0.7129
616/849, train_loss: 0.7048
617/849, train_loss: 0.8330
618/849, train_loss: 0.6909
619/849, train_loss: 0.7266
620/849, train_loss: 0.7078
621/849, train_loss: 0.7856
622/849, train_loss: 0.7546
623/849, train_loss: 0.6794
624/849, train_loss: 0.7195
625/849, train_loss: 0.6975
626/849, train_loss: 0.7153
627/849, train_loss: 0.7427
628/849, train_loss: 0.6909
629/849, train_loss: 0.7136
630/849, train_loss: 0.7000
631/849, train_loss: 0.6863
632/849, train_loss: 0.7078
633/849, train_loss: 0.7024
634/849, train_loss: 0.6892
635/849, train_loss: 0.7559
636/849, train_loss: 0.7146
637/849, train_loss: 0.7119
638/849, train_loss: 0.7402
639/849, train_loss: 0.7141
640/849, train_loss: 0.7178
641/849, train_loss: 0.6953
642/849, train_loss: 0.7686
643/849, train_loss: 0.6858
644/849, train_loss: 0.7148
645/849, train_loss: 0.6187
646/849, train_loss: 0.7935
647/849, train_loss: 0.5947
648/849, train_loss: 0.6992
649/849, train_loss: 0.8423
650/849, train_loss: 0.7051
651/849, train_loss: 0.7026
652/849, train_loss: 0.6992
653/849, train_loss: 0.8508
654/849, train_loss: 0.8333
655/849, train_loss: 0.5825
656/849, train_loss: 0.8088
657/849, train_loss: 0.7034
658/849, train_loss: 0.6147
659/849, train_loss: 0.7751
660/849, train_loss: 0.6321
661/849, train_loss: 0.6299
662/849, train_loss: 0.6318
663/849, train_loss: 0.6309
664/849, train_loss: 0.6743
665/849, train_loss: 0.7109
666/849, train_loss: 0.6948
667/849, train_loss: 0.6978
668/849, train_loss: 0.5752
669/849, train_loss: 0.7280
670/849, train_loss: 0.7302
671/849, train_loss: 0.6936
672/849, train_loss: 0.7175
673/849, train_loss: 0.7085
674/849, train_loss: 0.8665
675/849, train_loss: 0.7109
676/849, train_loss: 0.8552
677/849, train_loss: 0.7031
678/849, train_loss: 0.7061
679/849, train_loss: 0.7007
680/849, train_loss: 0.6968
681/849, train_loss: 0.6003
682/849, train_loss: 0.6121
683/849, train_loss: 0.6877
684/849, train_loss: 0.7126
685/849, train_loss: 0.6880
686/849, train_loss: 0.6814
687/849, train_loss: 0.6899
688/849, train_loss: 0.7996
689/849, train_loss: 0.6909
690/849, train_loss: 0.6885
691/849, train_loss: 0.7695
692/849, train_loss: 0.7493
693/849, train_loss: 0.7300
694/849, train_loss: 0.6758
695/849, train_loss: 0.6912
696/849, train_loss: 0.6914
697/849, train_loss: 0.6829
698/849, train_loss: 0.6631
699/849, train_loss: 0.6838
700/849, train_loss: 0.7405
701/849, train_loss: 0.6870
702/849, train_loss: 0.7405
703/849, train_loss: 0.7544
704/849, train_loss: 0.7039
705/849, train_loss: 0.6748
706/849, train_loss: 0.6765
707/849, train_loss: 0.6526
708/849, train_loss: 0.6914
709/849, train_loss: 0.6812
710/849, train_loss: 0.6836
711/849, train_loss: 0.6775
712/849, train_loss: 0.6628
713/849, train_loss: 0.6660
714/849, train_loss: 0.7542
715/849, train_loss: 0.7136
716/849, train_loss: 0.6851
717/849, train_loss: 0.6409
718/849, train_loss: 0.6360
719/849, train_loss: 0.7832
720/849, train_loss: 0.7866
721/849, train_loss: 0.7908
722/849, train_loss: 0.6948
723/849, train_loss: 0.6956
724/849, train_loss: 0.7549
725/849, train_loss: 0.6543
726/849, train_loss: 0.7393
727/849, train_loss: 0.6755
728/849, train_loss: 0.7083
729/849, train_loss: 0.7200
730/849, train_loss: 0.7134
731/849, train_loss: 0.7202
732/849, train_loss: 0.6819
733/849, train_loss: 0.7373
734/849, train_loss: 0.6887
735/849, train_loss: 0.7297
736/849, train_loss: 0.6455
737/849, train_loss: 0.6938
738/849, train_loss: 0.6587
739/849, train_loss: 0.6851
740/849, train_loss: 0.6536
741/849, train_loss: 0.7170
742/849, train_loss: 0.6841
743/849, train_loss: 0.6157
744/849, train_loss: 0.7073
745/849, train_loss: 0.7078
746/849, train_loss: 0.7117
747/849, train_loss: 0.6870
748/849, train_loss: 0.7131
749/849, train_loss: 0.6870
750/849, train_loss: 0.6741
751/849, train_loss: 0.6316
752/849, train_loss: 0.6675
753/849, train_loss: 0.7361
754/849, train_loss: 0.7791
755/849, train_loss: 0.6477
756/849, train_loss: 0.6990
757/849, train_loss: 0.7749
758/849, train_loss: 0.6772
759/849, train_loss: 0.6562
760/849, train_loss: 0.6223
761/849, train_loss: 0.6147
762/849, train_loss: 0.6262
763/849, train_loss: 0.8154
